time[sec],omega_t_b(X)[rad/s],omega_t_b(Y)[rad/s],omega_t_b(Z)[rad/s],q_t_i2b(0)[-],q_t_i2b(1)[-],q_t_i2b(2)[-],q_t_i2b(3)[-],torque_t_b(X)[Nm],torque_t_b(Y)[Nm],torque_t_b(Z)[Nm],h_total[Nms],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],lat[rad],lon[rad],alt[m],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],
0,0,0,0,0,0,0,1,1.90638e-07,-5.43735e-07,1.85117e-07,0,1.35392e+06,-1.16548e+06,7.00647e+06,-7271.13,325.922,1456.48,-7271.13,325.922,1456.48,1.32255,1.46227,872577,-1.35392e+06,1.16548e+06,-7.00647e+06,7271.13,-325.922,-1456.48,-1.35392e+06,1.16548e+06,-7.00647e+06,7271.13,-325.922,-1456.48,-5.23797e+10,-1.26514e+11,-5.48518e+10,35594.3,-9920.8,-5616.14,-5.23797e+10,-1.26514e+11,-5.48518e+10,35594.3,-9920.8,-5616.14,0.000220536,-0.00102133,0.000163567,
0.5,9.53189e-07,-2.71868e-06,9.25584e-07,1.19149e-07,-3.39835e-07,1.15698e-07,1,1.90638e-07,-5.43735e-07,1.85117e-07,3.02597e-07,1.35028e+06,-1.16531e+06,7.00719e+06,-7271.84,326.533,1452.79,-7271.83,326.535,1452.8,1.32296,1.46097,872580,-1.35028e+06,1.16531e+06,-7.00719e+06,7271.84,-326.533,-1452.79,-1.35029e+06,1.16531e+06,-7.00719e+06,7271.83,-326.535,-1452.8,-5.23797e+10,-1.26514e+11,-5.48518e+10,35595,-9921.41,-5612.45,-5.23797e+10,-1.26514e+11,-5.48517e+10,35595,-9921.42,-5612.47,0.00165427,-0.00201088,0.000153746,
1,1.90638e-06,-5.43735e-06,1.85117e-06,4.76594e-07,-1.35934e-06,4.62792e-07,1,1.90637e-07,-5.43736e-07,1.85117e-07,6.05193e-07,1.34665e+06,-1.16515e+06,7.00792e+06,-7272.54,327.145,1449.1,-7272.54,327.153,1449.12,1.32337,1.45967,872582,-1.34665e+06,1.16515e+06,-7.00792e+06,7272.54,-327.145,-1449.1,-1.34666e+06,1.16514e+06,-7.00792e+06,7272.54,-327.153,-1449.12,-5.23797e+10,-1.26514e+11,-5.48518e+10,35595.7,-9922.02,-5608.77,-5.23799e+10,-1.26514e+11,-5.48515e+10,35595.7,-9922.06,-5608.85,0.00143419,0.000541005,0.00127503,
1.5,2.85956e-06,-8.15603e-06,2.77676e-06,1.07234e-06,-3.05851e-06,1.04128e-06,1,1.90637e-07,-5.43736e-07,1.85118e-07,9.0779e-07,1.34301e+06,-1.16498e+06,7.00864e+06,-7273.25,327.756,1445.42,-7273.24,327.774,1445.46,1.32377,1.45836,872585,-1.34301e+06,1.16498e+06,-7.00864e+06,7273.25,-327.756,-1445.42,-1.34305e+06,1.16497e+06,-7.00864e+06,7273.24,-327.774,-1445.46,-5.23796e+10,-1.26514e+11,-5.48518e+10,35596.4,-9922.63,-5605.08,-5.23802e+10,-1.26514e+11,-5.48512e+10,35596.4,-9922.71,-5605.27,0.000646331,-0.00275834,0.00149594,
2,3.81274e-06,-1.08747e-05,3.70235e-06,1.90638e-06,-5.43735e-06,1.85117e-06,1,1.90636e-07,-5.43736e-07,1.85119e-07,1.21039e-06,1.33937e+06,-1.16482e+06,7.00936e+06,-7273.95,328.367,1441.73,-7273.94,328.4,1441.81,1.32418,1.45705,872588,-1.33937e+06,1.16482e+06,-7.00936e+06,7273.95,-328.367,-1441.73,-1.33945e+06,1.1648e+06,-7.00935e+06,7273.94,-328.4,-1441.81,-5.23796e+10,-1.26514e+11,-5.48518e+10,35597.1,-9923.23,-5601.39,-5.23807e+10,-1.26514e+11,-5.48507e+10,35597,-9923.39,-5601.74,-0.000409692,-0.000612021,0.000912304,
2.5,4.76592e-06,-1.35934e-05,4.62795e-06,2.97871e-06,-8.49587e-06,2.89246e-06,1,1.90635e-07,-5.43736e-07,1.85121e-07,1.51298e-06,1.33574e+06,-1.16466e+06,7.01008e+06,-7274.65,328.979,1438.04,-7274.63,329.029,1438.16,1.32458,1.45574,872591,-1.33574e+06,1.16466e+06,-7.01008e+06,7274.65,-328.979,-1438.04,-1.33585e+06,1.16462e+06,-7.01007e+06,7274.63,-329.029,-1438.16,-5.23796e+10,-1.26514e+11,-5.48518e+10,35597.8,-9923.84,-5597.7,-5.23813e+10,-1.26514e+11,-5.48501e+10,35597.7,-9924.08,-5598.25,0.000574663,-0.000922909,0.00039578,
3,5.71909e-06,-1.63121e-05,5.55356e-06,4.28933e-06,-1.2234e-05,4.16515e-06,1,1.90633e-07,-5.43736e-07,1.85123e-07,1.81558e-06,1.3321e+06,-1.16449e+06,7.0108e+06,-7275.35,329.59,1434.35,-7275.32,329.663,1434.53,1.32498,1.45442,872594,-1.3321e+06,1.16449e+06,-7.0108e+06,7275.35,-329.59,-1434.35,-1.33226e+06,1.16444e+06,-7.01078e+06,7275.32,-329.663,-1434.53,-5.23796e+10,-1.26514e+11,-5.48518e+10,35598.5,-9924.45,-5594.01,-5.2382e+10,-1.26514e+11,-5.48494e+10,35598.3,-9924.8,-5594.8,0.000299334,0.00114194,0.00113136,
3.5,6.67226e-06,-1.90308e-05,6.47918e-06,5.83825e-06,-1.66519e-05,5.66924e-06,1,1.90632e-07,-5.43737e-07,1.85125e-07,2.11818e-06,1.32846e+06,-1.16433e+06,7.01152e+06,-7276.05,330.201,1430.67,-7276,330.3,1430.9,1.32539,1.4531,872596,-1.32846e+06,1.16433e+06,-7.01152e+06,7276.05,-330.201,-1430.67,-1.32868e+06,1.16426e+06,-7.01149e+06,7276,-330.3,-1430.9,-5.23796e+10,-1.26514e+11,-5.48518e+10,35599.2,-9925.06,-5590.32,-5.23828e+10,-1.26514e+11,-5.48486e+10,35598.9,-9925.53,-5591.39,0.00118889,-0.000892858,0.00146588,
4,7.62541e-06,-2.17494e-05,7.40481e-06,7.62546e-06,-2.17494e-05,7.40474e-06,1,1.9063e-07,-5.43737e-07,1.85127e-07,2.42078e-06,1.32482e+06,-1.16416e+06,7.01223e+06,-7276.75,330.812,1426.98,-7276.68,330.941,1427.29,1.32579,1.45178,872599,-1.32482e+06,1.16416e+06,-7.01223e+06,7276.75,-330.812,-1426.98,-1.32511e+06,1.16407e+06,-7.01219e+06,7276.68,-330.941,-1427.29,-5.23796e+10,-1.26514e+11,-5.48518e+10,35599.9,-9925.67,-5586.63,-5.23838e+10,-1.26514e+11,-5.48476e+10,35599.5,-9926.28,-5588.03,0.00148113,-4.20981e-05,0.00251636,
4.5,8.57855e-06,-2.44681e-05,8.33045e-06,9.65096e-06,-2.75266e-05,9.37165e-06,1,1.90628e-07,-5.43737e-07,1.8513e-07,2.72337e-06,1.32118e+06,-1.164e+06,7.01295e+06,-7277.44,331.422,1423.29,-7277.36,331.586,1423.68,1.32619,1.45045,872602,-1.32118e+06,1.164e+06,-7.01295e+06,7277.44,-331.422,-1423.29,-1.32155e+06,1.16389e+06,-7.0129e+06,7277.36,-331.586,-1423.68,-5.23795e+10,-1.26514e+11,-5.48518e+10,35600.6,-9926.28,-5582.94,-5.23849e+10,-1.26514e+11,-5.48465e+10,35600.1,-9927.05,-5584.71,0.000243797,-0.00182209,0.00204815,
5,9.53169e-06,-2.71868e-05,9.25611e-06,1.19147e-05,-3.39835e-05,1.157e-05,1,1.90625e-07,-5.43737e-07,1.85133e-07,3.02597e-06,1.31754e+06,-1.16383e+06,7.01366e+06,-7278.14,332.033,1419.6,-7278.03,332.235,1420.09,1.3266,1.44911,872605,-1.31754e+06,1.16383e+06,-7.01366e+06,7278.14,-332.033,-1419.6,-1.31799e+06,1.16369e+06,-7.01359e+06,7278.03,-332.235,-1420.09,-5.23795e+10,-1.26514e+11,-5.48518e+10,35601.3,-9926.88,-5579.25,-5.23862e+10,-1.26514e+11,-5.48452e+10,35600.7,-9927.84,-5581.43,0.0027197,-0.00196809,0.00171632,
5.5,1.04848e-05,-2.99055e-05,1.01818e-05,1.44168e-05,-4.112e-05,1.39997e-05,1,1.90623e-07,-5.43738e-07,1.85137e-07,3.32857e-06,1.31391e+06,-1.16366e+06,7.01437e+06,-7278.83,332.644,1415.91,-7278.7,332.889,1416.5,1.327,1.44777,872607,-1.31391e+06,1.16366e+06,-7.01437e+06,7278.83,-332.644,-1415.91,-1.31445e+06,1.1635e+06,-7.01429e+06,7278.7,-332.889,-1416.5,-5.23795e+10,-1.26514e+11,-5.48518e+10,35602,-9927.49,-5575.56,-5.23876e+10,-1.26514e+11,-5.48439e+10,35601.3,-9928.65,-5578.2,0.000175828,0.000124367,0.00143066,
6,1.14379e-05,-3.26242e-05,1.11075e-05,1.71571e-05,-4.89362e-05,1.66609e-05,1,1.9062e-07,-5.43738e-07,1.85141e-07,3.63117e-06,1.31027e+06,-1.1635e+06,7.01507e+06,-7279.51,333.254,1412.22,-7279.36,333.546,1412.92,1.3274,1.44643,872610,-1.31027e+06,1.1635e+06,-7.01507e+06,7279.51,-333.254,-1412.22,-1.31091e+06,1.1633e+06,-7.01498e+06,7279.36,-333.546,-1412.92,-5.23795e+10,-1.26514e+11,-5.48518e+10,35602.7,-9928.1,-5571.87,-5.23891e+10,-1.26514e+11,-5.48423e+10,35601.8,-9929.48,-5575.01,0.00108922,-0.000204109,0.00157869,
6.5,1.2391e-05,-3.53429e-05,1.20332e-05,2.01358e-05,-5.74321e-05,1.95534e-05,1,1.90617e-07,-5.43738e-07,1.85145e-07,3.93377e-06,1.30663e+06,-1.16333e+06,7.01578e+06,-7280.2,333.865,1408.53,-7280.03,334.206,1409.35,1.3278,1.44508,872613,-1.30663e+06,1.16333e+06,-7.01578e+06,7280.2,-333.865,-1408.53,-1.30739e+06,1.1631e+06,-7.01567e+06,7280.03,-334.206,-1409.35,-5.23795e+10,-1.26514e+11,-5.48518e+10,35603.4,-9928.71,-5568.18,-5.23907e+10,-1.26514e+11,-5.48407e+10,35602.4,-9930.32,-5571.87,0.000655247,0.00211351,0.00186335,
7,1.33441e-05,-3.80616e-05,1.29589e-05,2.33526e-05,-6.66077e-05,2.26775e-05,1,1.90613e-07,-5.43739e-07,1.85149e-07,4.23637e-06,1.30299e+06,-1.16316e+06,7.01648e+06,-7280.89,334.475,1404.84,-7280.68,334.871,1405.79,1.3282,1.44373,872616,-1.30299e+06,1.16316e+06,-7.01648e+06,7280.89,-334.475,-1404.84,-1.30387e+06,1.1629e+06,-7.01636e+06,7280.68,-334.871,-1405.79,-5.23794e+10,-1.26514e+11,-5.48518e+10,35604.1,-9929.32,-5564.48,-5.23925e+10,-1.26514e+11,-5.48389e+10,35602.9,-9931.19,-5568.76,0.00179282,0.000534136,0.00182376,
7.5,1.42971e-05,-4.07803e-05,1.38847e-05,2.68078e-05,-7.64629e-05,2.60329e-05,1,1.90609e-07,-5.43739e-07,1.85154e-07,4.53897e-06,1.29935e+06,-1.163e+06,7.01718e+06,-7281.57,335.086,1401.15,-7281.34,335.54,1402.24,1.3286,1.44238,872618,-1.29935e+06,1.163e+06,-7.01718e+06,7281.57,-335.086,-1401.15,-1.30036e+06,1.16269e+06,-7.01705e+06,7281.34,-335.54,-1402.24,-5.23794e+10,-1.26514e+11,-5.48518e+10,35604.8,-9929.92,-5560.79,-5.23944e+10,-1.26514e+11,-5.4837e+10,35603.4,-9932.08,-5565.7,0.0002563,-0.00111915,0.00171632,
8,1.52502e-05,-4.3499e-05,1.48105e-05,3.05012e-05,-8.69978e-05,2.96198e-05,1,1.90606e-07,-5.4374e-07,1.8516e-07,4.84157e-06,1.2957e+06,-1.16283e+06,7.01788e+06,-7282.25,335.696,1397.45,-7281.99,336.213,1398.7,1.329,1.44102,872621,-1.2957e+06,1.16283e+06,-7.01788e+06,7282.25,-335.696,-1397.45,-1.29686e+06,1.16248e+06,-7.01773e+06,7281.99,-336.213,-1398.7,-5.23794e+10,-1.26514e+11,-5.48518e+10,35605.4,-9930.53,-5557.1,-5.23964e+10,-1.26514e+11,-5.4835e+10,35603.9,-9932.98,-5562.69,0.00139548,-0.00106761,0.00198551,
8.5,1.62032e-05,-4.62177e-05,1.57363e-05,3.44329e-05,-9.82124e-05,3.34381e-05,1,1.90601e-07,-5.4374e-07,1.85165e-07,5.14417e-06,1.29206e+06,-1.16266e+06,7.01858e+06,-7282.93,336.306,1393.76,-7282.63,336.889,1395.17,1.3294,1.43965,872624,-1.29206e+06,1.16266e+06,-7.01858e+06,7282.93,-336.306,-1393.76,-1.29336e+06,1.16226e+06,-7.01841e+06,7282.63,-336.889,-1395.17,-5.23794e+10,-1.26514e+11,-5.48518e+10,35606.1,-9931.14,-5553.41,-5.23986e+10,-1.26514e+11,-5.48328e+10,35604.4,-9933.9,-5559.72,-0.000369632,-0.00226791,0.000983413,
9,1.71562e-05,-4.89364e-05,1.66621e-05,3.86028e-05,-0.000110107,3.74879e-05,1,1.90597e-07,-5.4374e-07,1.85171e-07,5.44677e-06,1.28842e+06,-1.16249e+06,7.01928e+06,-7283.6,336.916,1390.07,-7283.27,337.57,1391.65,1.3298,1.43829,872626,-1.28842e+06,1.16249e+06,-7.01928e+06,7283.6,-336.916,-1390.07,-1.28988e+06,1.16205e+06,-7.01908e+06,7283.27,-337.57,-1391.65,-5.23794e+10,-1.26514e+11,-5.48518e+10,35606.8,-9931.75,-5549.71,-5.24009e+10,-1.26514e+11,-5.48305e+10,35604.8,-9934.84,-5556.79,0.00151771,0.00159017,0.00193775,
9.5,1.81092e-05,-5.16551e-05,1.7588e-05,4.3011e-05,-0.000122681,4.17692e-05,1,1.90592e-07,-5.43741e-07,1.85177e-07,5.74937e-06,1.28478e+06,-1.16232e+06,7.01997e+06,-7284.28,337.526,1386.38,-7283.91,338.254,1388.13,1.3302,1.43691,872629,-1.28478e+06,1.16232e+06,-7.01997e+06,7284.28,-337.526,-1386.38,-1.2864e+06,1.16183e+06,-7.01975e+06,7283.91,-338.254,-1388.13,-5.23794e+10,-1.26514e+11,-5.48518e+10,35607.5,-9932.35,-5546.02,-5.24034e+10,-1.26514e+11,-5.48281e+10,35605.3,-9935.81,-5553.9,0.00174517,-0.00196741,0.00237615,
10,1.90621e-05,-5.43738e-05,1.85139e-05,4.76574e-05,-0.000135934,4.62819e-05,1,1.90587e-07,-5.43741e-07,1.85184e-07,6.05197e-06,1.28114e+06,-1.16215e+06,7.02066e+06,-7284.95,338.136,1382.68,-7284.55,338.942,1384.63,1.3306,1.43554,872632,-1.28114e+06,1.16215e+06,-7.02066e+06,7284.95,-338.136,-1382.68,-1.28294e+06,1.1616e+06,-7.02042e+06,7284.55,-338.942,-1384.63,-5.23793e+10,-1.26514e+11,-5.48518e+10,35608.2,-9932.96,-5542.32,-5.2406e+10,-1.26514e+11,-5.48255e+10,35605.7,-9936.79,-5551.06,0.000666301,0.000101889,0.00254655,
10.5,2.00151e-05,-5.70925e-05,1.94398e-05,5.2542e-05,-0.000149867,5.10261e-05,1,1.90582e-07,-5.43742e-07,1.85191e-07,6.35457e-06,1.27749e+06,-1.16199e+06,7.02135e+06,-7285.62,338.746,1378.99,-7285.18,339.634,1381.14,1.331,1.43416,872634,-1.27749e+06,1.16199e+06,-7.02135e+06,7285.62,-338.746,-1378.99,-1.27948e+06,1.16138e+06,-7.02109e+06,7285.18,-339.634,-1381.14,-5.23793e+10,-1.26514e+11,-5.48518e+10,35608.8,-9933.57,-5538.63,-5.24087e+10,-1.26514e+11,-5.48228e+10,35606.2,-9937.78,-5548.26,-0.00123487,-0.00247057,0.00264956,
11,2.0968e-05,-5.98112e-05,2.03658e-05,5.76649e-05,-0.00016448,5.60018e-05,1,1.90577e-07,-5.43742e-07,1.85198e-07,6.65717e-06,1.27385e+06,-1.16182e+06,7.02204e+06,-7286.29,339.355,1375.3,-7285.8,340.33,1377.65,1.3314,1.43277,872637,-1.27385e+06,1.16182e+06,-7.02204e+06,7286.29,-339.355,-1375.3,-1.27603e+06,1.16115e+06,-7.02176e+06,7285.8,-340.33,-1377.65,-5.23793e+10,-1.26514e+11,-5.48518e+10,35609.5,-9934.18,-5534.93,-5.24115e+10,-1.26514e+11,-5.482e+10,35606.6,-9938.8,-5545.5,0.00362508,-0.00105048,0.00228519,
11.5,2.19208e-05,-6.25299e-05,2.12918e-05,6.3026e-05,-0.000179773,6.1209e-05,1,1.90571e-07,-5.43743e-07,1.85205e-07,6.95978e-06,1.27021e+06,-1.16165e+06,7.02273e+06,-7286.96,339.965,1371.6,-7286.43,341.03,1374.18,1.33179,1.43138,872640,-1.27021e+06,1.16165e+06,-7.02273e+06,7286.96,-339.965,-1371.6,-1.27259e+06,1.16092e+06,-7.02242e+06,7286.43,-341.03,-1374.18,-5.23793e+10,-1.26514e+11,-5.48518e+10,35610.2,-9934.78,-5531.24,-5.24145e+10,-1.26514e+11,-5.48171e+10,35607,-9939.84,-5542.79,0.00206412,-0.00137221,0.00359048,
12,2.28737e-05,-6.52486e-05,2.22178e-05,6.86253e-05,-0.000195745,6.66477e-05,1,1.90565e-07,-5.43743e-07,1.85213e-07,7.26238e-06,1.26656e+06,-1.16148e+06,7.02341e+06,-7287.63,340.575,1367.91,-7287.05,341.734,1370.71,1.33219,1.42999,872642,-1.26656e+06,1.16148e+06,-7.02341e+06,7287.63,-340.575,-1367.91,-1.26916e+06,1.16068e+06,-7.02308e+06,7287.05,-341.734,-1370.71,-5.23793e+10,-1.26514e+11,-5.48518e+10,35610.8,-9935.39,-5527.54,-5.24176e+10,-1.26514e+11,-5.4814e+10,35607.3,-9940.9,-5540.12,0.0013687,-0.00220519,0.0026978,
12.5,2.38265e-05,-6.79673e-05,2.31439e-05,7.44629e-05,-0.000212397,7.23179e-05,1,1.90559e-07,-5.43744e-07,1.85221e-07,7.56498e-06,1.26292e+06,-1.16131e+06,7.0241e+06,-7288.29,341.184,1364.21,-7287.66,342.442,1367.26,1.33259,1.42859,872645,-1.26292e+06,1.16131e+06,-7.0241e+06,7288.29,-341.184,-1364.21,-1.26574e+06,1.16044e+06,-7.02373e+06,7287.66,-342.442,-1367.26,-5.23793e+10,-1.26514e+11,-5.48518e+10,35611.5,-9936,-5523.85,-5.24208e+10,-1.26514e+11,-5.48107e+10,35607.7,-9941.97,-5537.49,0.00162947,-0.00264183,0.00177454,
13,2.47793e-05,-7.0686e-05,2.407e-05,8.05386e-05,-0.000229729,7.82197e-05,1,1.90552e-07,-5.43744e-07,1.8523e-07,7.86759e-06,1.25928e+06,-1.16113e+06,7.02478e+06,-7288.95,341.793,1360.52,-7288.27,343.153,1363.81,1.33298,1.42719,872648,-1.25928e+06,1.16113e+06,-7.02478e+06,7288.95,-341.793,-1360.52,-1.26232e+06,1.1602e+06,-7.02439e+06,7288.27,-343.153,-1363.81,-5.23792e+10,-1.26514e+11,-5.48518e+10,35612.2,-9936.6,-5520.15,-5.24242e+10,-1.26514e+11,-5.48074e+10,35608.1,-9943.06,-5534.91,0.00259648,-0.00122655,0.00163249,
13.5,2.5732e-05,-7.34048e-05,2.49962e-05,8.68525e-05,-0.00024774,8.43529e-05,1,1.90545e-07,-5.43745e-07,1.85239e-07,8.17019e-06,1.25563e+06,-1.16096e+06,7.02546e+06,-7289.61,342.403,1356.82,-7288.88,343.868,1360.37,1.33338,1.42578,872650,-1.25563e+06,1.16096e+06,-7.02546e+06,7289.61,-342.403,-1356.82,-1.25892e+06,1.15996e+06,-7.02504e+06,7288.88,-343.868,-1360.37,-5.23792e+10,-1.26514e+11,-5.48519e+10,35612.8,-9937.21,-5516.45,-5.24277e+10,-1.26515e+11,-5.48039e+10,35608.4,-9944.18,-5532.37,0.00135896,-0.000259969,0.0053805,
14,2.66847e-05,-7.61235e-05,2.59224e-05,9.34046e-05,-0.000266431,9.07178e-05,1,1.90538e-07,-5.43745e-07,1.85248e-07,8.4728e-06,1.25199e+06,-1.16079e+06,7.02613e+06,-7290.27,343.012,1353.12,-7289.49,344.588,1356.95,1.33377,1.42437,872653,-1.25199e+06,1.16079e+06,-7.02613e+06,7290.27,-343.012,-1353.12,-1.25552e+06,1.15971e+06,-7.02568e+06,7289.49,-344.588,-1356.95,-5.23792e+10,-1.26514e+11,-5.48519e+10,35613.5,-9937.82,-5512.76,-5.24314e+10,-1.26515e+11,-5.48003e+10,35608.7,-9945.31,-5529.88,0.00189275,-0.00156421,0.00227591,
14.5,2.76374e-05,-7.88422e-05,2.68487e-05,0.000100195,-0.000285802,9.73141e-05,1,1.90531e-07,-5.43746e-07,1.85257e-07,8.7754e-06,1.24834e+06,-1.16062e+06,7.02681e+06,-7290.93,343.621,1349.43,-7290.09,345.311,1353.53,1.33417,1.42295,872655,-1.24834e+06,1.16062e+06,-7.02681e+06,7290.93,-343.621,-1349.43,-1.25213e+06,1.15946e+06,-7.02633e+06,7290.09,-345.311,-1353.53,-5.23792e+10,-1.26514e+11,-5.48519e+10,35614.1,-9938.42,-5509.06,-5.24351e+10,-1.26515e+11,-5.47965e+10,35609.1,-9946.46,-5527.42,-0.00031305,-0.00279386,0.002641,
15,2.859e-05,-8.15609e-05,2.7775e-05,0.000107223,-0.000305852,0.000104142,1,1.90524e-07,-5.43746e-07,1.85267e-07,9.07801e-06,1.2447e+06,-1.16045e+06,7.02748e+06,-7291.58,344.23,1345.73,-7290.68,346.038,1350.12,1.33456,1.42153,872658,-1.2447e+06,1.16045e+06,-7.02748e+06,7291.58,-344.23,-1345.73,-1.24875e+06,1.1592e+06,-7.02697e+06,7290.68,-346.038,-1350.12,-5.23792e+10,-1.26514e+11,-5.48519e+10,35614.8,-9939.03,-5505.36,-5.2439e+10,-1.26515e+11,-5.47927e+10,35609.4,-9947.63,-5525.01,0.00193882,-0.00117558,0.0024559,
15.5,2.95426e-05,-8.42797e-05,2.87013e-05,0.00011449,-0.000326583,0.000111202,1,1.90516e-07,-5.43747e-07,1.85278e-07,9.38062e-06,1.24105e+06,-1.16028e+06,7.02816e+06,-7292.23,344.839,1342.03,-7291.28,346.768,1346.72,1.33496,1.4201,872661,-1.24105e+06,1.16028e+06,-7.02816e+06,7292.23,-344.839,-1342.03,-1.24538e+06,1.15894e+06,-7.02761e+06,7291.28,-346.768,-1346.72,-5.23791e+10,-1.26514e+11,-5.48519e+10,35615.4,-9939.64,-5501.66,-5.24431e+10,-1.26515e+11,-5.47887e+10,35609.6,-9948.82,-5522.65,0.00129315,-0.00207751,0.000958728,
16,3.04952e-05,-8.69984e-05,2.96277e-05,0.000121995,-0.000347992,0.000118493,1,1.90508e-07,-5.43747e-07,1.85288e-07,9.68322e-06,1.2374e+06,-1.1601e+06,7.02883e+06,-7292.88,345.448,1338.34,-7291.87,347.503,1343.33,1.33535,1.41867,872663,-1.2374e+06,1.1601e+06,-7.02883e+06,7292.88,-345.448,-1338.34,-1.24202e+06,1.15868e+06,-7.02825e+06,7291.87,-347.503,-1343.33,-5.23791e+10,-1.26514e+11,-5.48519e+10,35616.1,-9940.24,-5497.96,-5.24473e+10,-1.26515e+11,-5.47845e+10,35609.9,-9950.03,-5520.32,0.00212664,-0.0022507,0.00124969,
16.5,3.14477e-05,-8.97171e-05,3.05542e-05,0.000129737,-0.000370082,0.000126015,1,1.905e-07,-5.43748e-07,1.85299e-07,9.98583e-06,1.23376e+06,-1.15993e+06,7.02949e+06,-7293.53,346.056,1334.64,-7292.45,348.241,1339.95,1.33574,1.41724,872666,-1.23376e+06,1.15993e+06,-7.02949e+06,7293.53,-346.056,-1334.64,-1.23867e+06,1.15842e+06,-7.02888e+06,7292.45,-348.241,-1339.95,-5.23791e+10,-1.26514e+11,-5.48519e+10,35616.7,-9940.85,-5494.27,-5.24516e+10,-1.26515e+11,-5.47802e+10,35610.2,-9951.25,-5518.04,0.000460707,-6.53589e-05,0.0020234,
17,3.24002e-05,-9.24359e-05,3.14807e-05,0.000137718,-0.000392851,0.00013377,1,1.90491e-07,-5.43749e-07,1.8531e-07,1.02884e-05,1.23011e+06,-1.15976e+06,7.03016e+06,-7294.18,346.665,1330.94,-7293.04,348.984,1336.58,1.33614,1.4158,872668,-1.23011e+06,1.15976e+06,-7.03016e+06,7294.18,-346.665,-1330.94,-1.23532e+06,1.15815e+06,-7.02951e+06,7293.04,-348.984,-1336.58,-5.23791e+10,-1.26514e+11,-5.48519e+10,35617.4,-9941.45,-5490.57,-5.2456e+10,-1.26515e+11,-5.47758e+10,35610.4,-9952.5,-5515.81,0.000168387,-0.00163657,0.00304448,
17.5,3.33526e-05,-9.51546e-05,3.24073e-05,0.000145938,-0.0004163,0.000141756,1,1.90482e-07,-5.43749e-07,1.85322e-07,1.05911e-05,1.22646e+06,-1.15958e+06,7.03082e+06,-7294.82,347.273,1327.24,-7293.62,349.73,1333.21,1.33653,1.41435,872671,-1.22646e+06,1.15958e+06,-7.03082e+06,7294.82,-347.273,-1327.24,-1.23199e+06,1.15788e+06,-7.03014e+06,7293.62,-349.73,-1333.21,-5.23791e+10,-1.26514e+11,-5.48519e+10,35618,-9942.06,-5486.87,-5.24606e+10,-1.26515e+11,-5.47713e+10,35610.6,-9953.76,-5513.62,0.00290936,-0.000749171,0.00403351,
18,3.4305e-05,-9.78734e-05,3.33339e-05,0.000154395,-0.000440428,0.000149973,1,1.90473e-07,-5.4375e-07,1.85333e-07,1.08937e-05,1.22282e+06,-1.15941e+06,7.03149e+06,-7295.46,347.882,1323.54,-7294.19,350.48,1329.86,1.33692,1.4129,872674,-1.22282e+06,1.15941e+06,-7.03149e+06,7295.46,-347.882,-1323.54,-1.22866e+06,1.15761e+06,-7.03077e+06,7294.19,-350.48,-1329.86,-5.23791e+10,-1.26514e+11,-5.48519e+10,35618.7,-9942.67,-5483.17,-5.24653e+10,-1.26515e+11,-5.47666e+10,35610.9,-9955.05,-5511.47,0.00177224,-0.00171872,0.00396515,
18.5,3.52574e-05,-0.000100592,3.42606e-05,0.00016309,-0.000465236,0.000158423,1,1.90464e-07,-5.43751e-07,1.85346e-07,1.11963e-05,1.21917e+06,-1.15924e+06,7.03215e+06,-7296.11,348.49,1319.84,-7294.76,351.233,1326.52,1.33731,1.41145,872676,-1.21917e+06,1.15924e+06,-7.03215e+06,7296.11,-348.49,-1319.84,-1.22534e+06,1.15733e+06,-7.03139e+06,7294.76,-351.233,-1326.52,-5.2379e+10,-1.26514e+11,-5.48519e+10,35619.3,-9943.27,-5479.47,-5.24701e+10,-1.26515e+11,-5.47618e+10,35611.1,-9956.35,-5509.36,0.00223175,-0.00139959,0.0026577,
